cas_number,ingredient_name,synonyms,category_4_limit_percent,reason,rule_year,source_pdf,smiles
13144-88-2,"1-(2,4,4,5,5-Pentamethyl-1-cyclopenten-1-yl)ethan-1-one","2-Acetyl-1,3,3,4,4-pentamethyl-1-cyclopentene Ethanone, 1-(2,4,4,5,5-pentamethyl-1-cyclopenten-1-yl)- 1-(2,4,4,5,5-Pentamethylcyclopent-1-en-1-yl)ethanone Alpinone (commercial name)",0.43,Skin Sensitization; Systemic Toxicity,2020.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/1-(2,4,4,5,5-Pentamethyl-1-cyclopenten-1-yl)ethan-1-one.pdf",CC(=O)C1=C(C)CC(C)(C)C1(C)C
8024-12-2;85116-63-8,Verbena oil and absolute (Lippia citriodora Kunth.),Prohibition of Verbena oils: Lippia citriodora oils Restriction of Verbena absolutes: Lippia citriodora absolute Verbena absolute Aloysia triphylla absolute Lippia triphylla absolute Verbena triphylla absolute Zappania citrodora absolute,0.69,Phototoxicity; Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Verbena oil and absolute (Lippia citriodora Kunth.).pdf,
68737-61-1;68039-49-6;68039-48-5;27939-60-2;67801-65-4;36635-35-5;68084-52-6;35145-02-9;68738-99-8,Dimethylcyclohex-3-ene-1-carbaldehyde (mixed isomers),"Dimethylcyclohex-3-ene-1-carbaldehyde (isomer mixture) (68737-61-1) 2,4-Dimethyl-3-cyclohexen-1-carboxaldehyde (68039-49-6) 3,5-Dimethylcyclohex-3-ene-1-carbaldehyde (68039-48-5) Dimethylcyclohex-3-ene-1-carbaldehyde (isomer unspecified) (27939-60-2) 3,6-Dimethyl-3-cyclohexene-1-carboxaldehyde (67801-65-4) 3-Cyclohexene-1-carboxaldehyde, dimethyl- (isomer mixture) 2,4-Dimethyltetrahydrobenzaldehyde Dimethyltetrahydrobenzaldehyde (isomer mixture) Triplal (commercial name) Vertocitral (commercial name) Vertoliff (commercial name) Tricyclal (commercial name) Hivertal (commercial name) Agrumen Aldehyde (commercial name) Cyclovertal (commercial name) Ligustral (commercial name) Aldehyde AA (commercial name)",2.5,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Dimethylcyclohex-3-ene-1-carbaldehyde (mixed isomers).pdf,CC1C=C(C)CCC1C=O
116-26-7,"2,6,6-Trimethylcyclohex-1,3-dienyl methanal","2,6,6-Trimethylcyclohexa-1,3-diene-1-carbaldehyde 2,6,6-Trimethyl-1,3-cyclohexadienal 2,6,6-Trimethyl-1,3-cyclohexadien-1-carboxaldehyde 1,1,3-Trimethyl-2-formylcyclohexa-2,4-diene Dehydro-β-cyclocitral Safranal (commercial name)",0.012,Skin Sensitization; Systemic Toxicity,2020.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/2,6,6-Trimethylcyclohex-1,3-dienyl methanal.pdf",CC1=C(C=O)C(C)(C)CC=C1
8006-81-3;68606-83-7;83863-30-3,Ylang ylang extracts,"Cananga odorata (Lamark) (Hooker et Thompson) (Anonaceae) Cananga odorata extract Cananga odorata flower oil Cananga odorata oil Cananga oil Ylang ylang oil (Cananga odorata Hook. f. and Thomas) Ylang ylang oil extra Ylang ylang oil I Ylang ylang oil II Ylang ylang oil III Ylang ylang, Cananga odorata, ext.",0.73,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Ylang ylang extracts.pdf,
529-20-4;620-23-5;104-87-0;1334-78-7;620-23-4,"o,m,p-Tolualdehydes and their mixtures","529-20-4: 2-Tolualdehyde ortho-Tolualdehyde 2-Methylbenzaldehyde 620-23-4: meta-Tolualdehyde 3-Methyl-benzaldehyde Benzaldehyde, 3-methyl- 104-87-0: para-Tolualdehyde 4-Methyl-benzaldehyde Benzaldehyde, 4-methyl- Tolyl Aldehyde Para Extra (commercial name) 1334-78-7: Benzaldehyde, methyl- o,m,p-Methyl-benzaldehydes Methylbenzaldehyde (mixed 2,3,4) Tolualdehydes (mixed o,m,p) Tolualdehyde Toluic aldehyde (mixed 2,3,4)",0.47,Skin Sensitization; Systemic Toxicity,2020.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/o,m,p-Tolualdehydes and their mixtures.pdf",Cc1ccccc1C=O
91770-14-8;1034798-23-6,Jasmine absolute (sambac),Jasmin sambac extract Jasminum sambac (L.) Aiton,3.8,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Jasmine absolute (sambac).pdf,
65114-03-6,"α,2,2,3-Tetramethylcyclopent-3-ene-1-butyraldehyde","2-Methyl-4-(2,2,3-trimethylcyclopent-3-en-1-yl)butanal 3-Cyclopentene-1-butanal, α,2,2,3-tetramethyl- Florenza (commercial name) Santafleur (commercial name)",0.21,Skin Sensitization; Systemic Toxicity,2020.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/α,2,2,3-Tetramethylcyclopent-3-ene-1-butyraldehyde.pdf",CC(CCC1CC=C(C)C1(C)C)C=O
8046-19-3;8024-01-9;94891-27-7;94891-28-8;101227-15-0,Styrax,"Prohibition of the crude material: Styrax crude gums Restriction and Specification of the distillates: Styrax resin Styrax oil Styrax oil, rectified Styrax oil, pyrogenated, distilled",0.64,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Styrax.pdf,
17488-65-2,4-Phenyl-3-buten-2-ol,"3-Buten-2-ol, 4-phenyl- 4-Phenylbut-3-en-2-ol Methyl styryl carbinol",1.2,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/4-Phenyl-3-buten-2-ol.pdf,CC(O)/C=C/c1ccccc1
84650-60-2,Tea leaf absolute,"Camellia sinensis leaf extract Tea, ext. Tea sinensis absolute Thea chinensis ext. Thea sinensis ext.",0.21,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Tea leaf absolute.pdf,
68922-13-4,3-Methyl-2-(pentyloxy)cyclopent-2-en-1-one,"2-Cyclopenten-1-one, 2-(pentyloxy)-3-methyl- Pentyloxy cyclopentenone (commercial name)",0.47,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/3-Methyl-2-(pentyloxy)cyclopent-2-en-1-one.pdf,CCCCCOC1=C(C)CCC1=O
65113-99-7,"5-(2,2,3-Trimethyl-3-cyclopentenyl)-3-methylpentan-2-ol","3-Cyclopentene-1-butanol, .α.,.β.,2,2,3-pentamethyl- 3-Methyl-5-(2,2,3-trimethylcyclopent-3-en-1-yl)pentan-2-ol a,b,2,2,3-Pentamethylcyclopent-3-ene-1-butanol Sandal Series G (Commercial name) Sandalore (Commercial name)",1.2,Skin Sensitization; Systemic Toxicity,2020.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/5-(2,2,3-Trimethyl-3-cyclopentenyl)-3-methylpentan-2-ol.pdf",CC(O)C(C)CCC1CC=C(C)C1(C)C
23696-85-7;23726-93-4;59739-63-8;43052-87-5;24720-09-0;23726-94-5;23726-92-3;23726-91-2;35044-68-9;57378-68-4;71048-82-3;35087-49-1;39872-57-6;70266-48-7;33673-71-1;87064-19-5,Rose ketones,"23696-85-7 (C13H18O): 1-(2,6,6-Trimethylcyclohexa-1,3-dienyl)-2-buten-1-one 2-Buten-1-one, 1-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl) Damascenone (commercial name) Floriffone (commercial name) Doricenone (commercial name) 23726-93-4 (C13H18O): (E)-1-(2,6,6-Trimethyl-1,3-cyclohexadien-1-yl)-2-buten-1-one trans-1-(2,6,6-Trimethyl-1,3-cyclohexadien-1-yl)-2-buten-1-one 2-Buten-1-one, 1-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl)- (2E)- β-Damascenone 59739-63-8 (C13H18O): (2Z)-1-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl)-2-Buten-1-one (Z)-β-Damascenone cis-Damascenone 2-Buten-1-one, 1-(2,6,6-trimethyl-1,3-cyclohexadien-1-y1)-, (Z)- 43052-87-5 (C13H20O): α-1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one 2-Buten-1-one, 1-(2,6,6-trimethyl-2-cyclohexen-1-yl)- α-Damascone (commercial name) Dihydrofloriffone α (commercial name) 24720-09-0 (C13H20O): (E)-1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one 2020 (Amendment 49) 1/6 IFRA Amendment 49 IFRA STANDARD STANDARD Rose ketones trans-1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)but-2-en-1-one 2-Buten-1-one, 1-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, (2E)- trans-α-Damascone Damascone alpha (commercial name) Dorinone (commercial name) 23726-94-5 (C13H20O): (Z)-1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one cis-1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one 2-Buten-1-one, 1-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, (Z)- 1-(2,6,6-Trimethylcyclohex-2-en-1-yl)but-2-en-1-one cis-α-Damascone 23726-92-3 (C13H20O): 1-(2,6,6-Trimethylcyclohex-1-en-1-yl)but-2-en-1-one (Z)-β-1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-buten-1-one (Z)-1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-buten-1-one 2-Buten-1-one, 1-(2,6,6-trimethyl-1-cyclohexen-1-yl)-, (2Z)- cis-β-Damascone (commercial name) Damasione (commercial name) 23726-91-2 (C13H20O): (2E)-1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-buten-1-one (E)-1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-buten-1-one 1-(2,6,6-Trimethylcyclohex-1-en-1-yl)but-2-en-1-one trans-β-Damascone, Dihydrofloriffone β (commercial name) Dorinone beta (commercial name) 35044-68-9 (C13H20O): 2-Buten-1-one, 1-(2,6,6-trimethyl-1-cyclohexen-1-yl)- 2,6,6-Trimethyl-1-(2-butenoyl)-1-cyclohexene 2,6,6-Trimethyl-1-crotonoyl-1-cyclohexene 1-(2,6,6-Trimethylcyclohexenyl)-2-buten-1-one 1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-buten-1-one Damascone β- β-Damascone 57378-68-4 (C13H20O): δ-1-(2,6,6-Trimethyl-3-cyclohexen-1-yl)-2-buten-1-one 2-Buten-1-one, 1-(2,6,6-trimethyl-3-cyclohexen-1-yl)- 1-(2,6,6-Trimethyl-3-cyclohexen-1-yl)-2-buten-1-one δ-Damascone (commercial name) Dihydrofloriffone TD (commercial name) 71048-82-3 (C13H20O): [1α(E),2β]-1-(2,6,6-Trimethyl-3-cyclohexen-1-yl)-2-buten-1-one [1α(E),2β]-1-(2,6,6-Trimethylcyclohex-3-en-1-yl)but-2-en-1-one trans,trans-δ-Damascone trans δ Damascone (commercial name) 35087-49-1 (C13H20O): 1-(2,2-Dimethyl-6-methylenecyclohexyl)but-2-en-1-one 2020 (Amendment 49) 2/6 IFRA Amendment 49 IFRA STANDARD STANDARD Rose ketones 2-Buten-1-one, 1-(2,2-dimethyl-6-methylenecyclohexyl)- Damascone γ- γ-Damascone (commercial name) 39872-57-6 (C13H20O): 1-(2,4,4-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one (E)-1-(2,4,4-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one 2-Buten-1-one, 1-(2,4,4-trimethyl-2-cyclohexen-1-yl)-, (2E)- 2-Buten-1-one, 1-(2,4,4-trimethyl-2-cyclohexen-1-yl)-, (E)- (E)-α-Isodamascone Isodamascone (high α) (commercial name) 70266-48-7 (C13H20O): 1-(2,4,4-Trimethyl-1-cyclohexen-1-yl)-2-buten-1-one 2-Buten-1-one, 1-(2,4,4-trimethyl-1-cyclohexene-1-yl) Generic β-Isodamascone Isodamascone (standard quality) (commercial name) 33673-71-1 (C13H20O): 1-(2,4,4-Trimethylcyclohex-2-en-1-yl)but-2-en-1-one 1-(2,4,4-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one 2-Buten-1-one, 1-(2,4,4-trimethyl-2-cyclohexen-1-yl)- Isodamascone (isomer unspecified) Generic δ-Isodamascone 87064-19-5 (C13H20O): 2-Buten-1-one, 1-(2,4,4-trimethyl-2-cyclohexen-1-yl)-, (Z)- cis-Isodamascone (including all geometric isomers).",0.043,Skin Sensitization,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Rose ketones.pdf,C/C=C/C(=O)C1=C(C)C=CCC1(C)C
11028-42-5;469-61-4;546-28-1;68606-83-7;68608-32-2;8023-85-6;1159574-01-2;68990-83-0;8000-27-9;8013-86-3;8023-95-8;8002-68-4;8000-26-8;8024-35-9;8024-12-2;8016-96-4,Cedrene,"11028-42-5: Cedr-8-ene 469-61-4: α-Cedrene Cedr-8-ene 1H-3a,7-Methanoazulene, 2,3,4,7,8,8a-hexahydro-3,6,8,8-tetramethyl-, (3R-(3-α,3a-β,8a-α)] 546-28-1: β.-Cedrene 1H-3a,7-Methanoazulene, octahydro-3,8,8-trimethyl-6-methylene-, [3R- (3alpha,3abeta,7beta,8aalpha)]- Cedr-8(15)-ene",1.5,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Cedrene.pdf,C[C@@H]1CC[C@H]2C(C)(C)C3C[C@@]12CC=C3C
13257-44-8,2-Nonyn-1-al dimethyl acetal,"1,1-Dimethoxynon-2-yne 2-Nonyn-1-al-Dimeth-Acetyl 2-Nonyne, 1,1-dimethoxy- Parmavert (commercial name)",9.9,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/2-Nonyn-1-al dimethyl acetal.pdf,CCCCCCC#CC(OC)OC
2442-10-6;8006-78-8;8022-15-9;8000-28-0;93685-88-2;68917-15-7;8008-79-5,1-Octen-3-yl acetate,"3-Acetoxyoctene Amyl crotonyl acetate Amyl vinyl carbinyl acetate 1-Octen-3-ol, acetate Octenyl acetate β-Octenyl acetate n-Pentyl vinyl carbinol acetate",1.5,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/1-Octen-3-yl acetate.pdf,CCCCCC(OC(C)=O)C=C
1604-28-0,"6-Methyl-3,5-heptadien-2-one","3,5-Heptadien-2-one, 6-methyl- Methylheptadienone 2-Methylhepta-2,4-dien-6-one 6-Methylhepta-3,5-dien-2-one",0.047,Skin Sensitization; Systemic Toxicity,2020.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/6-Methyl-3,5-heptadien-2-one.pdf",CC(C)=C/C=C/C(C)=O
8022-96-6;8024-43-9;90045-94-6;84776-64-7,Jasmine absolute (grandiflorum),Jasmine absolute (Jasminum grandiflorum L.) Jasminum grandiflorum absolute Jasmin officinale var. grandiflorum,0.6,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Jasmine absolute (grandiflorum).pdf,
475-20-7;16846-09-6;19067-29-9;8021-27-0;8015-64-3;85085-34-3;8023-85-6;68991-36-6;68990-83-0;8024-15-5;91745-97-0;8002-68-4;68855-99-2;90064-32-7;8000-26-8;8008-80-8;91770-69-3;8006-64-2,Longifolene,"4,8,8-Trimethyl-9-methylenedecahydro-1,4-methanoazulene 1,4-Methanoazulene, decahydro-4,8,8-trimethyl-9-methylene-) 1,4-Methanoazulene, decahydro-4,8,8-trimethyl-9-methylene-, [1S-(1α,3αβ,4α,8aβ)]- 1,4-Methanoazulene, decahydro-4,8,8-trimethyl-9-methylene-, (1R,3αS,4R,8αR)-",1.5,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Longifolene.pdf,CC1(C)CCCC2(C)C3CCC(C13)C2=C
122-03-2;8007-87-2;8014-13-9,Cuminaldehyde,"Benzaldehyde, 4-(1-methylethyl)- Cumaldehyde Cuminal Cuminic aldehyde 4-Isopropylbenzaldehyde p-Isopropylbenzaldehyde 4-Isopropylbenzenecarboxaldehyde",0.47,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Cuminaldehyde.pdf,CC(C)c1ccc(C=O)cc1
101-39-3,α-Methyl cinnamic aldehyde,"α-Methylcinnamaldehyde α-Methylcinnamyl aldehyde α-Methylcinnamic aldehyde 2-Methyl-3-phenyl-2-propenal 3-Phenyl-2-methylacrolein 2-Propenyl, 2-methyl-3-phenyl-",1.5,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/α-Methyl cinnamic aldehyde.pdf,C/C(C=O)=C/c1ccccc1
107-75-5;68527-79-7;89-43-0,Hydroxycitronellal,"Citronellalhydrate 3,7-Dimethyl-7-hydroxyoctanal Octanal, 7-hydroxy-3,7-dimethyl- Oxydihydrocitronellal Laurinal (commercial name) Laurine (commercial name)",2.1,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Hydroxycitronellal.pdf,CC(CCCC(C)(C)O)CC=O
1335-66-6;1423-46-7;67634-07-5,Isocyclocitral,"1335-66-6: 1-Formyl-[2,4,6-]&[3,5,6-]trimethyl-3-cyclohexene [2,4,6-]&[3,5,6-]Trimethyl-3-cyclohexene-1-carboxaldehyde 1423-46-7: 3-Cyclohexene-1-carboxaldehyde, 2,4,6-trimethyl- Neocyclocitral 2,4,6-Trimethylcyclohex-3-enecarbaldehyde 2,4,6-Trimethyl-3-cyclohexenylcarboxaldehyde 2,4,6-Trimethyl-3-cyclohexene-1-carbaldehyde 67634-07-5: 3-Cyclohexene-1-carboxaldehyde, 3,5,6-trimethyl- 3,5,6-Trimethylcyclohex-3-ene-1-carbaldehyde",3.0,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Isocyclocitral.pdf,CC1CC(=CC(C)C1C=O)C.CC2C=C(C)CC(C=O)C2C
8021-36-1;9000-78-6;93384-32-8,Opoponax,"Opoponax (absolute, resinoid, oil, gum, tincture) Bisabol-myrrh Sweet myrrh Opoponax chironium (L.) W.D.J. Koch Commiphora erythraea Engler var. glabrescens (Burseraceae)",0.43,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Opoponax.pdf,
118-58-1;68606-83-7;8021-43-0;8023-82-3;8023-94-7;8022-96-6;8024-43-9;103798-23-6;8024-05-3;8006-81-3;68952-44-3,Benzyl salicylate,"Benzoic acid, 2-hydroxy-, phenylmethyl ester Benzyl 2-hydroxybenzoate Benzyl o-hydroxybenzoate 2-Hydroxybenzoic acid, benzyl ester Phenylmethyl 2-hydroxybenzoate Salicylic acid, benzyl ester",7.3,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Benzyl salicylate.pdf,Oc1ccccc1C(=O)OCc2ccccc2
4364-06-1,Cinnamic aldehyde dimethyl acetal,"Benzene, (3,3-dimethoxy-1-propenyl)- (3,3-Dimethoxypropen-1-yl)benzene (3,3-Dimethoxyprop-1-en-1-yl)benzene 3-Phenyl-2-propenal dimethyl acetal",0.35,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Cinnamic aldehyde dimethyl acetal.pdf,COC(OC)/C=C/c1ccccc1
24048-14-4;185019-19-6;58001-88-0;58001-87-9;1373932-23-0;1018832-07-9,"2,6,10-Trimethylundeca-5,9-dien-1-ol","24048-14-4: 2,6,10-Trimethylundeca-5,9-dienol 5,9-Undecadien-1-ol, 2,6,10-trimethyl- Dihydroapofarnesol Profarnesol 185019-19-6 and 58001-88-0: (E)-2,6,10-Trimethylundeca-5,9-dien-1-ol 58001-87-9: (Z)-2,6,10-Trimethylundeca-5,9-dien-1-ol 1373932-23-0: (2R,5E)-2,6,10-Trimethylundeca-5,9-dien-1-ol 1018832-07-9: (2S, 5E)-2,6,10-Trimethylundeca-5,9-dien-1-ol",1.2,Skin Sensitization; Systemic Toxicity,2020.0,"/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/2,6,10-Trimethylundeca-5,9-dien-1-ol.pdf",CC(CO)CC/C=C(C)/CCC=C(C)C
106-22-9;1117-61-9;26489-01-0;6812-78-8;141-25-3;7540-51-4;8014-71-9;8000-29-1;91771-50-5;85203-56-1;8000-46-2;68916-44-9;8007-02-1;68855-99-2;8016-33-9;8014-68-4;8007-75-8;90106-38-0;8007-01-0;8008-80-8;91770-69-3;8024-12-2;102242-62-6,Citronellol,"106-22-9: 3,7-Dimethyl-6-octen-1-ol 6-Octen-1-ol, 3,7-dimethyl- Citronellol dl-Citronellol Rhodinol pure (commercial name) 1117-61-9: 3,7-Dimethyloct-6-en-1-ol 6-Octen-1-ol, 3,7-dimethyl-, (R)- (R)-3,7-Dimethyloct-6-en-1-ol (+)-ß-Citronellol (+)-(R)-Citronellol 26489-01-0: 6-Octen-1-ol, 3,7-dimethyl-,(+/-)- 6812-78-8: 3,7-Dimethyloct-7-en-1-ol 7-Octen-1-ol, 3,7-dimethyl-,(S)- 3,7-Dimethyl-(6-or 7-)octen-1-ol 3,7-Dimethyl-7-octen-1-ol 141-25-3: 3,7-Dimethyloct-7-en-1-ol 7-Octen-1-ol, 3,7-dimethyl- (isomer unspecified) α-Citronellol Rhodinol (commercial name) 7540-51-4: 3,7-Dimethyloct-6-en-1-ol (-)-3,7-Dimethyloct-6-en-1-ol (S)-3,7-Dimethyl-6-octen-1-ol 6-Octen-1-ol, 3,7-dimethyl-, (S)- 2020 (Amendment 49) 1/5 IFRA Amendment 49 IFRA STANDARD STANDARD Citronellol l-Citronellol",12.0,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Citronellol.pdf,C[C@@H](CCO)CCC=C(C)C
90028-67-4;68648-41-9;68917-40-8,Treemoss extracts,Treemoss absolute (Pseudevernia furfuracea) Treemoss (Usnea furfuracea) Treemoss colourless Pseudevernia furfuracea extract Cedar moss,0.1,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Treemoss extracts.pdf,
8014-71-9;84082-61-1,Melissa oil (genuine Melissa officinalis L.),Balm oil (Melissa officinalis L.) Lemon balm oil Melissa officinalis leaf oil Melissa oil (Melissa officinalis L.) Oil of balm,0.6,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Melissa oil (genuine Melissa officinalis L.).pdf,
68683-20-5,Menthadiene-7-methyl formate,"Cyclohexadiene-1-ethanol, 4-(1-methylethyl)-, formate Isobergamate 4-(Isopropyl)cyclohexadiene-1-ethyl formate 2-(4-Isopropylcyclohexadienyl)ethyl formate Menthadienyl formate 4-(1-Methylethyl)cyclohexadiene-1-ethyl formate",0.43,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Menthadiene-7-methyl formate.pdf,CC(C)C1=CCC(=CC1)CCOC=O
68527-77-5,Isocyclogeraniol,"3-Cyclohexene-1-methanol, 2,4,6-trimethyl- 2,4,6-Trimethyl-3-cyclohexene-1-methanol",1.6,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Isocyclogeraniol.pdf,CC1CC(=CC(C)C1CO)C
101-86-0;67924-13-4,α-Hexyl cinnamic aldehyde,"2-Benzylideneoctanal Hexyl cinnamal α-Hexyl cinnamaldehyde Hexyl cinnamic aldehyde α-n-Hexylcinnamic aldehyde Hexyl cinnamyl α-n-Hexyl-β-phenylacrolein Octanal, 2-(phenylmethylene)- Jasmonal H (commercial name)",9.9,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/α-Hexyl cinnamic aldehyde.pdf,CCCCCC\C(C=O)=C/c1ccccc1
1885-38-7;4360-47-8,Cinnamyl nitrile,"Cinnamonitrile (E) trans-.β.-Phenylacrylonitrile 2-Propenenitrile, 3-phenyl-, (E)-",0.43,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Cinnamyl nitrile.pdf,N#C/C=C/c1ccccc1
90028-68-5;68917-10-2;9000-50-4,Oakmoss extracts,"Oakmoss absolute Evernia absolute Evernia prunastri, ext. Mousse de Chêne absolute Oakmoss absolute (Evernia prunastri) Evernia prunastri (Oakmoss) extract",0.1,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Oakmoss extracts.pdf,
39189-74-7,2-Heptylidene cyclopentan-1-one,"2-Heptylidenecyclopentanone 2-Heptylidenecyclopentan-1-one Cyclopentanone, 2-heptylidene-",0.43,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/2-Heptylidene cyclopentan-1-one.pdf,CCCCCC\C=C1/CCCC1=O
106-24-1;68991-20-8;8014-71-9;8015-73-4;8007-75-8;68648-33-9;68606-83-7;8000-66-6;8015-88-1;8023-82-3;8000-29-1;91771-50-5;8016-63-5;8008-52-4;92201-64-4;8021-29-2;90131-21-8;8000-46-2;68916-44-9;8007-08-7;8023-92-5;68916-46-1;8023-95-8;8022-91-1;8007-04-3;8023-94-7;8024-43-9;8002-68-4;938464-05-2;8007-48-5;8022-15-9;8000-28-0;93685-88-2;84929-31-7;8008-56-8;68648-39-7;68916-89-2;8007-02-1,Geraniol,"3,7-Dimethylocta-2,6-dien-1-ol 2,6-Octadien-1-ol, 3,7-dimethyl-, (e)- 2,6-Dimethyl-2,6-octadien-8-ol trans-3,7-Dimethyl-2,6-octadien-1-ol trans-3,7-Dimethyl-2,7-octadien-1-ol Geraniol 60 (commercial name) Geraniol Coeur (commercial name) Geraniol extra (commercial name) Geraniol SP (commercial name) Geraniol Supra (commercial name) Meranol (commercial name) Rhodinol pure (commercial name)",4.7,Skin Sensitization,2020.0,/Users/rim/Downloads/minerva/capstone/49th-amendment/Standards/Restriction (dermal sensitization)/Geraniol.pdf,CC(C)=CCC\C(C)=C\CO
